090130000012016OC00053	090130	2472.0000	09
090130000012016OC00053	090130	1434.0000	09
090130000012016OC00053	090130	4953.6000	09
090130000012016OC00053	090130	1040.0000	09
090130000012016OC00053	090130	9632.0000	09
090130000012016OC00053	090130	8400.0000	09
090130000012016OC00053	090130	8256.0000	09
090130000012016OC00053	090130	2505.6000	09
090130000012016OC00053	090130	6320.0000	09
090130000012016OC00053	090130	2200.0000	09
090130000012016OC00053	090130	1440.0000	09
090130000012016OC00053	090130	1078.8000	09
090146000012016OC00134	090146	18000.0000	09
090146000012016OC00140	090146	3700.0000	09
090146000012016OC00143	090146	14700.0000	09
090146000012016OC00160	090146	77000.0000	09
863900801002016OC00061	863900	33120.0000	86
863900801002016OC00061	863900	847.0200	86
863900801002016OC00061	863900	903.0000	86
863900801002016OC00061	863900	22560.0000	86
863900801002016OC00061	863900	16720.0000	86
863900801002016OC00061	863900	8000.0000	86
863900801002016OC00061	863900	1000.0000	86
863900801002016OC00061	863900	31200.0000	86
863900801002016OC00061	863900	1800.0000	86
863900801002016OC00061	863900	1950.0000	86
863900801002016OC00061	863900	5880.0000	86
863900801002016OC00061	863900	3600.0000	86
863900801002016OC00061	863900	37500.0000	86
863900801002016OC00061	863900	31500.0000	86
863900801002016OC00061	863900	0.0000	86
863900801002016OC00049	863900	31940.0000	86
863900801002016OC00049	863900	1360.0000	86
863900801002016OC00049	863900	620.0000	86
863900801002016OC00049	863900	9900.0000	86
863900801002016OC00049	863900	570.0000	86
863900801002016OC00049	863900	5400.0000	86
863900801002016OC00049	863900	9450.0000	86
863900801002016OC00049	863900	27000.0000	86
863900801002016OC00049	863900	2200.0000	86
863900801002016OC00049	863900	1800.0000	86
863900801002016OC00049	863900	6000.0000	86
863900801002016OC00049	863900	3440.0000	86
863900801002016OC00049	863900	18900.0000	86
863900801002016OC00049	863900	1500.0000	86
863900801002016OC00049	863900	800.0000	86
090146000012016OC00162	090146	6656.0000	09
090146000012016OC00152	090146	0.0000	09
090146000012016OC00148	090146	5430.0000	09
090146000012016OC00111	090146	6255.0000	09
102121100582016OC00041	102121	3497.9200	10
090146000012016OC00155	090146	341.7000	09
090146000012016OC00155	090146	360.4000	09
090146000012016OC00155	090146	95.7600	09
090146000012016OC00155	090146	215.8200	09
090146000012016OC00155	090146	2160.0000	09
380256000012016OC00263	380256	14950.0000	38
380256000012016OC00263	380256	860.0000	38
380256000012016OC00263	380256	504.0000	38
380256000012016OC00263	380256	20988.0000	38
380256000012016OC00263	380256	35250.0000	38
380256000012016OC00263	380256	2916.0000	38
380256000012016OC00263	380256	135.4500	38
380256000012016OC00263	380256	351.0000	38
380256000012016OC00263	380256	4400.0000	38
380256000012016OC00263	380256	2260.0000	38
380256000012016OC00263	380256	2280.0000	38
380256000012016OC00263	380256	53.7000	38
380256000012016OC00263	380256	12250.0000	38
380256000012016OC00263	380256	3120.0000	38
380256000012016OC00263	380256	1020.0000	38
380256000012016OC00263	380256	804.0000	38
380256000012016OC00263	380256	1570.5000	38
380256000012016OC00263	380256	54054.0000	38
380256000012016OC00263	380256	20790.0000	38
380256000012016OC00263	380256	77.7600	38
380256000012016OC00263	380256	77.7600	38
380256000012016OC00263	380256	2824.0000	38
380256000012016OC00263	380256	2781.0000	38
380256000012016OC00263	380256	630.0000	38
090126000012016OC00507	090126	0.0000	09
090126000012016OC00507	090126	0.0000	09
090126000012016OC00507	090126	178.2000	09
090126000012016OC00507	090126	540.0000	09
090126000012016OC00507	090126	3744.9000	09
090126000012016OC00507	090126	441.0000	09
090126000012016OC00507	090126	45.0000	09
090126000012016OC00507	090126	384.4800	09
090126000012016OC00507	090126	0.0000	09
090126000012016OC00507	090126	792.0000	09
090126000012016OC00507	090126	1987.2000	09
090126000012016OC00507	090126	0.0000	09
090126000012016OC00507	090126	323.2800	09
090126000012016OC00507	090126	1644.3000	09
200147000012016OC00393	200147	1694000.0000	20
090146000012016OC00153	090146	3250.0000	09
090129000012016OC00114	090129	8600.0000	09
380151000012016OC00201	380151	31010.0000	38
102150100582016OC00245	102150	7392.0000	10
102150100582016OC00245	102150	0.0000	10
102150100582016OC00245	102150	13557.6000	10
102150100582016OC00245	102150	10416.0000	10
102150100582016OC00245	102150	0.0000	10
090130000012016OC00058	090130	46472.8000	09
090130000012016OC00058	090130	4536.0000	09
380113000012016OC00333	380113	10039.3500	38
380113000012016OC00333	380113	0.0000	38
380113000012016OC00333	380113	0.0000	38
380113000012016OC00333	380113	0.0000	38
080327000012016OC00104	080327	653046.0000	08
801080801002016OC00089	801080	5543.2200	80
801080801002016OC00084	801080	54600.0000	80
801080801002016OC00083	801080	19258.5900	80
801080801002016OC00082	801080	51000.0000	80
801080801002016OC00081	801080	110000.0000	80
801080801002016OC00080	801080	15000.0000	80
801080801002016OC00079	801080	35000.0000	80
801080801002016OC00078	801080	8200.0000	80
801080801002016OC00077	801080	3190.0000	80
801080801002016OC00076	801080	7990.0000	80
801080801002016OC00075	801080	26816.0000	80
801080801002016OC00074	801080	2693.0000	80
801080801002016OC00009	801080	4200.0000	80
801080801002016OC00009	801080	6600.0000	80
801080801002016OC00009	801080	4050.0000	80
801080801002016OC00009	801080	4350.0000	80
801080801002016OC00009	801080	7650.0000	80
801080801002016OC00009	801080	8550.0000	80
801080801002016OC00071	801080	22000.0000	80
801080801002016OC00013	801080	2844930.0000	80
801080801002016OC00069	801080	110000.0000	80
801080801002016OC00017	801080	282000.0000	80
801080801002016OC00068	801080	973080.0000	80
801080801002016OC00068	801080	180000.0000	80
801080801002016OC00068	801080	125760.0000	80
801080801002016OC00068	801080	113880.0000	80
801080801002016OC00068	801080	78000.0000	80
801080801002016OC00068	801080	423000.0000	80
801080801002016OC00068	801080	467562.9600	80
801080801002016OC00068	801080	388800.0000	80
801080801002016OC00068	801080	108000.0000	80
801080801002016OC00021	801080	84000.0000	80
801080801002016OC00065	801080	9500.0000	80
